"","Trait2","genetic.value"
"11786",1.4248,1.4809788515317
"11787",1.4045,1.40450864716851
"11788",1.3761,1.49546119132615
"11789",1.4479,1.41776646354858
"11790",1.5798,1.52309458818264
"11791",1.4309,1.47393691332378
"11792",1.5215,1.53381146628015
"11793",1.6004,1.44067853229446
"11794",1.5553,1.4735670653386
"11795",1.448,1.53476406219554
"11796",1.5246,1.53869509006452
"11797",1.472,1.47931413727838
"11798",1.4385,1.46116503573287
"11799",1.5856,1.49931817531973
"11800",1.6124,1.53308733642499
"11801",1.4966,1.4608793998482
"11802",1.5543,1.52561536001279
"11803",1.4395,1.4737369087859
"11804",1.5043,1.45593639873191
"11805",1.4746,1.4585255573876
"11806",1.384,1.45963157219581
"11807",1.5917,1.52359454710844
"11808",1.3417,1.39258472897726
"11809",1.4709,1.47170390980021
"11810",1.4466,1.45337378151529
"11811",1.566,1.56120800045254
"11812",1.3842,1.43351404716422
"11813",1.4746,1.51964415776155
"11814",1.3745,1.45829432113584
"11815",1.7184,1.53123317388036
"11816",1.4525,1.46518712506618
"11817",1.4806,1.48901968092953
"11818",1.6058,1.59107766881192
"11819",1.513,1.56038981106083
"11820",1.4766,1.51253976193852
"11821",1.5106,1.49159015324929
"11822",1.4621,1.46656611141731
"11823",1.5546,1.52977668665156
"11824",1.5936,1.5410593144929
"11825",1.634,1.48289146364906
"11826",1.423,1.46702038613981
"11827",1.5883,1.6189425342028
"11828",1.5857,1.58194215012918
"11829",1.4707,1.46975225789536
"11830",1.5127,1.44612333999459
"11831",1.6335,1.55002573189925
"11832",1.4321,1.49586049210608
"11833",1.5209,1.45514270425738
"11834",1.3867,1.4150803711548
"11835",1.4854,1.54606205379072
"11836",1.502,1.48924300164255
"11837",1.4039,1.48577494288554
"11838",1.5109,1.52389614490658
"11839",1.5638,1.50811055434174
"11840",1.4263,1.4589032777743
"11841",1.521,1.51856804035378
"11842",1.3528,1.44418712261874
"11843",1.4868,1.51020348546664
"11844",1.4403,1.46307870819168
"11845",1.571,1.51794195935667
"11846",1.6829,1.59722982383111
"11847",1.4513,1.49856151770543
"11848",1.6032,1.61821230513241
"11849",1.297,1.40595181258629
"11850",1.5571,1.56236516789815
"11851",1.5441,1.4917203441829
"11852",1.4489,1.39782420513761
"11853",1.4037,1.47386034250022
"11854",1.4974,1.50273003748882
"11855",1.4764,1.39588222628043
"11856",1.4371,1.44674468544972
"11857",1.7199,1.6282650514852
"11858",1.4955,1.50623419496906
"11859",1.4612,1.4249323558123
"11860",1.3421,1.46039677536661
"11861",1.4864,1.53470089646644
"11862",1.4925,1.49000519449238
"11863",1.6213,1.54408393424219
"11864",1.6482,1.52941493826643
"11865",1.5794,1.47773082903159
"11866",1.6693,1.54751883039101
"11867",1.5454,1.51590721238278
"11868",1.4718,1.53727143495399
"11869",1.4837,1.5070319927381
"11870",1.5457,1.52231192458228
"11871",1.4426,1.50833794545774
"11872",1.4216,1.4147435764008
"11873",1.4207,1.49389372129054
"11874",1.3399,1.43240030698732
"11875",1.4524,1.50380247192766
"11876",1.602,1.56323376993317
"11877",1.4539,1.47601878946914
"11878",1.5181,1.47649394736673
"11879",1.4353,1.44052908578881
"11880",1.5514,1.53128574705549
"11881",1.345,1.49190385645669
"11882",1.4284,1.48424645094405
"11883",1.4525,1.46389947067852
"11884",1.4503,1.48352864474781
"11885",1.578,1.52590697610886
"11886",1.4082,1.46172937668966
"11887",1.3073,1.39414752226009
"11888",1.6695,1.58502414490028
"11889",1.5895,1.55528771376519
"11890",1.4639,1.50435613360723
"11891",1.4724,1.46604138399921
"11892",1.4776,1.51745536546431
"11893",1.6826,1.56052057943569
"11894",1.6205,1.55605283073688
"11895",1.4576,1.50310114615415
"11896",1.5442,1.51478006389172
"11897",1.5574,1.55386502045004
"11898",1.4227,1.44699847437624
"11899",1.5157,1.43562234654278
"11900",1.5223,1.52305119175619
"11901",1.5498,1.53631412885607
"11902",1.568,1.56274537342662
"11903",1.5117,1.58506500051881
"11904",1.4245,1.45311573832488
"11905",1.529,1.49203321050493
"11906",1.5002,1.4685332300835
"11907",1.3369,1.44791911127123
"11908",1.4252,1.48010578777589
"11909",1.7007,1.56566730865378
"11910",1.5489,1.57897185937859
"11911",1.506,1.53804208856304
"11912",1.5312,1.501130762866
"11913",1.4918,1.50614694744493
"11914",1.5134,1.52876848751456
"11915",1.4372,1.52544287411386
"11916",1.5935,1.52185775916632
"11917",1.3597,1.46399237833888
"11918",1.4224,1.48256578118096
"11919",1.4953,1.58567404879183
"11920",1.5296,1.46032712279645
"11921",1.3328,1.4518889001635
"11922",1.6591,1.55930844453468
"11923",1.5419,1.50389616530067
"11924",1.3892,1.45283822722136
"11925",1.5317,1.50953280055741
"11926",1.4944,1.47839888299822
"11927",1.4483,1.46026205709899
"11928",1.498,1.56202281642393
"11929",1.5102,1.50493046608881
"11930",1.5159,1.50124995783772
"11931",1.5331,1.54216057056527
"11932",1.5441,1.551006671868
"11933",1.4434,1.48559976400965
"11934",1.4986,1.49771124457407
"11935",1.6437,1.64047631506957
"11936",1.5356,1.48214446316603
"11937",1.5721,1.5144544276355
"11938",1.3292,1.43953130026548
"11939",1.4733,1.51410520342147
"11940",1.4601,1.48594037367819
"11941",1.501,1.53132295904407
"11942",1.522,1.59225021654737
"11943",1.5553,1.55471838224759
"11944",1.6611,1.58925225094238
"11945",1.5773,1.56351057360645
"11946",1.418,1.50521622281932
"11947",1.5619,1.4529536612055
"11948",1.4301,1.46422511597532
"11949",1.5431,1.54480683280278
"11950",1.5351,1.48408356391708
"11951",1.4604,1.55238493330603
"11952",1.5135,1.50462591567461
"11953",1.5338,1.54062829212411
"11954",1.5702,1.54326427107348
"11955",1.6463,1.59596599625891
"11956",1.4522,1.47642587078537
"11957",1.5015,1.46785159517353
"11958",1.7064,1.59307517841861
"11959",1.6143,1.54794297529751
"11960",1.5554,1.49361724396263
"11961",1.6253,1.50720462264665
"11962",1.4088,1.45993697728241
"11963",1.5071,1.50392178287195
"11964",1.5505,1.51585083772081
"11965",1.528,1.51416609130024
"11966",1.3688,1.4730806311605
"11967",1.3889,1.4339267763246
"11968",1.5179,1.55728084248999
"11969",1.51,1.4968853521805
"11970",1.413,1.47138157716269
"11971",1.5548,1.49440667207655
"11972",1.4263,1.44847619824547
"11973",1.3242,1.40877594313394
"11974",1.522,1.51517674726324
"11975",1.521,1.4783008963113
"11976",1.339,1.47711647943587
"11977",1.4872,1.42289693918288
"11978",1.4054,1.47931003175261
"11979",1.4306,1.43152001683632
"11980",1.6068,1.54322245465036
"11981",1.544,1.48362929250113
"11982",1.4545,1.42716578726655
"11983",1.2807,1.46587235830578
"11984",1.6973,1.56616595763373
"11985",1.3758,1.47194432054403
"11986",1.5151,1.5278914529773
"11987",1.4487,1.4692182085695
"11988",1.309,1.44184583579757
"11989",1.6008,1.57437021749709
"11990",1.4507,1.43658638006053
"11991",1.4027,1.45328275664847
"11992",1.5585,1.50730269084132
"11993",1.5047,1.50479790256059
"11994",1.4741,1.50857131179822
"11995",1.465,1.49039194568964
"11996",1.469,1.46644333904834
"11997",1.3487,1.47571536006214
"11998",1.3985,1.44733100421731
"11999",1.5942,1.48120332885061
"12000",1.5609,1.48566983015293
"12001",1.5499,1.48602996852735
"12002",1.4192,1.51985833420866
"12003",1.6383,1.51962623848639
"12004",1.46,1.53019333701227
"12005",1.6642,1.5641306022177
"12006",1.4362,1.4290082833272
"12007",1.4856,1.51079204597599
"12008",1.6178,1.498397067942
"12009",1.4523,1.52488719643486
"12010",1.4494,1.45158174799921
"12011",1.6318,1.55827381082691
"12012",1.4179,1.44390062571854
"12013",1.3376,1.357338139584
"12014",1.404,1.43845434820895
"12015",1.3871,1.44276779537493
"12016",1.4341,1.50618018437333
"12017",1.4767,1.48313312817646
"12018",1.4721,1.47359568744905
"12019",1.2993,1.34445631080916
"12020",1.5816,1.50480410576222
"12021",1.4328,1.40600468005931
"12022",1.5482,1.46244174237034
"12023",1.4251,1.40810562854614
"12024",1.4972,1.48481125916604
"12025",1.3681,1.45510222846083
"12026",1.4169,1.45921589587326
"12027",1.4881,1.44659393117004
"12028",1.3102,1.41206139622272
"12029",1.536,1.48722511370838
"12030",1.4448,1.47506426843578
"12031",1.4199,1.48237034057899
"12032",1.3479,1.37710604222723
"12033",1.4928,1.50862580224788
"12034",1.5067,1.53285848027011
"12035",1.4864,1.48430217775494
"12036",1.5615,1.45392216371611
"12037",1.3709,1.4269759860223
"12038",1.2392,1.29320908698668
"12039",1.5764,1.54167280170327
"12040",1.3737,1.38627000883468
"12041",1.4266,1.39849891919315
"12042",1.3815,1.42007660329536
"12043",1.5869,1.5073875294627
"12044",1.3613,1.35132026508157
"12045",1.4993,1.4808556013006
"12046",1.2065,1.32862462879278
"12047",1.7306,1.55950677635689
"12048",1.3186,1.3767262996192
"12049",1.4807,1.42808039505089
"12050",1.4712,1.43383617905371
"12051",1.2704,1.37916810900037
"12052",1.552,1.54833106673607
"12053",1.4863,1.4868230354727
"12054",1.4452,1.48629986813854
"12055",1.5293,1.44458605854412
"12056",1.5829,1.538294175416
"12057",1.3789,1.34574631851909
"12058",1.2989,1.37382303336947
"12059",1.4407,1.42705168946922
"12060",1.3848,1.41979898617061
"12061",1.5219,1.5033114704424
"12062",1.5064,1.48250027536929
"12063",1.443,1.52908435277937
"12064",1.5403,1.50386938129005
"12065",1.4094,1.48313567613035
"12066",1.5945,1.52683462839285
"12067",1.5755,1.52658843803889
"12068",1.526,1.4866920075869
"12069",1.5702,1.58749433921167
"12070",1.5205,1.57378211871848
"12071",1.5358,1.49372417468241
"12072",1.6073,1.58876102053108
"12073",1.5207,1.56779697357837
"12074",1.67,1.55118433153981
"12075",1.2505,1.37790089372405
"12076",1.4109,1.43257522382157
"12077",1.5355,1.54182694486283
"12078",1.5488,1.49764038415288
"12079",1.3604,1.44257605246415
"12080",1.5183,1.46229243795507
"12081",1.5564,1.52194898159083
"12082",1.4347,1.48115064748249
"12083",1.565,1.59535614303329
"12084",1.453,1.48503241454649
"12085",1.5727,1.55600095460339
"12086",1.5176,1.41558758877656
"12087",1.5638,1.55100192412558
"12088",1.3508,1.48923315117514
"12089",1.6483,1.49119257159745
"12090",1.5726,1.58883652565245
"12091",1.613,1.56891110250467
"12092",1.4619,1.4674491268875
"12093",1.4045,1.45214066004696
"12094",1.6844,1.61645400139751
"12095",1.4167,1.49731234049782
"12096",1.3487,1.50686336141661
"12097",1.3515,1.38456693475455
"12098",1.6635,1.54300212923397
"12099",1.5517,1.52533155906678
"12100",1.3467,1.41106945031677
"12101",1.4014,1.4785054081954
"12102",1.4374,1.47854236620584
"12103",1.4381,1.46883640762615
"12104",1.5674,1.53450481306387
"12105",1.3884,1.45269407234705
"12106",1.4731,1.4480599009198
"12107",1.5444,1.45375819631106
"12108",1.4713,1.51296104346651
"12109",1.6204,1.57778455674997
"12110",1.4485,1.44420828636048
"12111",1.4386,1.44242442105966
"12112",1.5724,1.57514158006521
"12113",1.4531,1.46761213164163
"12114",1.495,1.54240676374689
"12115",1.4509,1.45808692801765
"12116",1.5627,1.5039860019552
"12117",1.4481,1.5075768585561
"12118",1.6685,1.564483568275
"12119",1.4257,1.47790928704203
"12120",1.4748,1.46973976055272
"12121",1.459,1.4361042264384
"12122",1.4604,1.44250930303592
"12123",1.4473,1.38438276910835
"12124",1.5433,1.47002340442761
"12125",1.395,1.40554254439623
"12126",1.5673,1.52396407259357
"12127",1.3738,1.41530877167247
"12128",1.5345,1.45568278816341
"12129",1.2957,1.41618082191041
"12130",1.4782,1.48534171883685
"12131",1.5184,1.55074171866923
"12132",1.4801,1.50078350335824
"12133",1.5104,1.50334086924502
"12134",1.5106,1.44290580573415
"12135",1.4601,1.521549129134
"12136",1.67,1.60291484896497
"12137",1.4972,1.52994084115268
"12138",1.5479,1.54691718872874
"12139",1.2552,1.3991305822998
"12140",1.4164,1.397032065323
"12141",1.6152,1.52200288261154
"12142",1.6193,1.59122211831788
"12143",1.4591,1.47113776969023
"12144",1.5181,1.56729013927204
"12145",1.5553,1.56298780529967
"12146",1.5699,1.55000350952637
"12147",1.4692,1.47950148134224
"12148",1.3585,1.39205887805884
"12149",1.4258,1.44849389946815
"12150",1.4304,1.44071518436655
"12151",1.4912,1.44336971740028
"12152",1.5213,1.52942128787
"12153",1.6323,1.58489964572306
"12154",1.4259,1.52535272727054
"12155",1.3728,1.43887375459508
"12156",1.4647,1.43796974123712
"12157",1.535,1.49288637855579
"12158",1.4199,1.38637923951925
"12159",1.4481,1.57729223262623
"12160",1.511,1.52851815507756
"12161",1.5283,1.47226118298956
"12162",1.3591,1.41045032945899
"12163",1.5835,1.50568960498509
"12164",1.3249,1.41869790532939
"12165",1.535,1.52107153363481
"12166",1.3829,1.4598573771777
"12167",1.4188,1.44679537542325
"12168",1.4735,1.43698071129419
"12169",1.546,1.48289570054583
"12170",1.5097,1.48279284304982
"12171",1.3483,1.36026641130997
"12172",1.5574,1.51632204184373
"12173",1.5456,1.52308404230668
"12174",1.4186,1.45338557188933
"12175",1.3576,1.4593558146273
"12176",1.3175,1.43682488271061
"12177",1.4658,1.44074739709424
"12178",1.5405,1.51542298285549
"12179",1.4892,1.50836782112813
"12180",1.4508,1.43022234903599
"12181",1.5302,1.48633047957957
"12182",1.423,1.41142463212152
"12183",1.4568,1.4937151202758
"12184",1.4419,1.50754698013513
