rep,var,wregime,das,depth,wexr,rld,RLD100
5,MOROB,WWATER,35,5,2.219521,0.637835,63.7835
5,MOROB,WWATER,35,15,2.780738,0.9984,99.84
5,MOROB,WWATER,35,25,2.236156,0.70783,70.783
5,MOROB,WWATER,35,35,1.64314,0.413205,41.3205
5,MOROB,WWATER,35,45,1.415181,0.194155,19.4155
5,MOROB,WWATER,35,55,1.132265,0.33318,33.318
5,MOROB,WWATER,35,65,1.353306,0.32463,32.463
5,MOROB,WWATER,42,5,-0.014462,0.486,48.6
5,MOROB,WWATER,42,15,0.503177,0.93594,93.594
5,MOROB,WWATER,42,25,0.591752,1.1672,116.72
5,MOROB,WWATER,42,35,1.561971,0.604145,60.4145
5,MOROB,WWATER,42,45,1.490459,0.25957,25.957
5,MOROB,WWATER,42,55,1.344784,0.349775,34.9775
5,MOROB,WWATER,42,65,1.166802,0.8404,84.04
5,MOROB,WWATER,49,5,1.734417,0.855835,85.5835
5,MOROB,WWATER,49,15,0.610114,1.051705,105.1705
5,MOROB,WWATER,49,25,0.9932,1.00525,100.525
5,MOROB,WWATER,49,35,1.777466,0.690985,69.0985
5,MOROB,WWATER,49,45,1.634659,0.482365,48.2365
5,MOROB,WWATER,49,55,1.3926,0.87529,87.529
5,MOROB,WWATER,49,65,0.82177,1.09519,109.519
5,MOROB,WWATER,62,5,0.118795,0.62127,62.127
5,MOROB,WWATER,62,15,0.030693,0.28423,28.423
5,MOROB,WWATER,62,25,0.405558,1.344475,134.4475
5,MOROB,WWATER,62,35,0.726949,0.562675,56.2675
5,MOROB,WWATER,62,45,1.090246,0.653685,65.3685
5,MOROB,WWATER,62,55,1.507383,0.97511,97.511
5,MOROB,WWATER,62,65,2.043512,0.62887,62.887
5,MOROB,WWATER,69,5,0.083948,0.467225,46.7225
5,MOROB,WWATER,69,15,0.010542,0.784955,78.4955
5,MOROB,WWATER,69,25,0.0658,0.84019,84.019
5,MOROB,WWATER,69,35,0.862802,0.56451,56.451
5,MOROB,WWATER,69,45,-0.010963,0.48478,48.478
5,MOROB,WWATER,69,55,0.039345,0.70062,70.062
5,MOROB,WWATER,69,65,1.178396,1.12948,112.948
5,MOROB,WWATER,83,5,1.757417,0.245435,24.5435
5,MOROB,WWATER,83,15,2.074061,0.419465,41.9465
5,MOROB,WWATER,83,25,2.041201,0.16955,16.955
5,MOROB,WWATER,83,35,1.991712,0.21832,21.832
5,MOROB,WWATER,83,45,1.180634,0.25002,25.002
5,MOROB,WWATER,83,55,1.498503,0.25973,25.973
5,MOROB,WWATER,83,65,1.740308,0.75319,75.319
5,MOROB,WWATER,90,5,1.534688,0.17354,17.354
5,MOROB,WWATER,90,15,1.534688,0.322385,32.2385
5,MOROB,WWATER,90,25,1.538284,0.377315,37.7315
5,MOROB,WWATER,90,35,1.545478,0.374475,37.4475
5,MOROB,WWATER,90,45,1.549873,0.320555,32.0555
5,MOROB,WWATER,90,55,1.656563,0.540735,54.0735
5,MOROB,WWATER,90,65,1.691897,0.46391,46.391
6,MOROB,WWATER,14,5,0.273086,0.12177,12.177
6,MOROB,WWATER,14,15,0.1989,0.104005,10.4005
6,MOROB,WWATER,14,25,0.216697,0.1355,13.55
6,MOROB,WWATER,14,35,0.299603,0.254315,25.4315
6,MOROB,WWATER,14,45,0.103009,0.152755,15.2755
6,MOROB,WWATER,14,55,0.331711,0.294115,29.4115
6,MOROB,WWATER,14,65,0.348005,0.44221,44.221
6,MOROB,WWATER,21,5,0.228784,0.153045,15.3045
6,MOROB,WWATER,21,15,0.188735,0.23312,23.312
6,MOROB,WWATER,21,25,2.331442,0.24361,24.361
6,MOROB,WWATER,21,35,0.116328,0.280545,28.0545
6,MOROB,WWATER,21,45,1.260051,0.38416,38.416
6,MOROB,WWATER,21,55,0.18128,0.38898,38.898
6,MOROB,WWATER,21,65,0.111531,0.46778,46.778
6,MOROB,WWATER,35,5,1.926784,0.716395,71.6395
6,MOROB,WWATER,35,15,0.920049,0.812595,81.2595
6,MOROB,WWATER,35,25,0.86841,0.28145,28.145
6,MOROB,WWATER,35,35,0.723858,0.317435,31.7435
6,MOROB,WWATER,35,45,0.642612,0.075845,7.5845
6,MOROB,WWATER,35,55,0.512975,0.12315,12.315
6,MOROB,WWATER,35,65,0.083352,0.14718,14.718
6,MOROB,WWATER,42,5,1.03473,0.68679,68.679
6,MOROB,WWATER,42,15,0.032674,1.09447,109.447
6,MOROB,WWATER,42,25,0.790499,0.591425,59.1425
6,MOROB,WWATER,42,35,0.852108,0.33317,33.317
6,MOROB,WWATER,42,45,0.797332,0.15915,15.915
6,MOROB,WWATER,42,55,0.626669,0.26996,26.996
6,MOROB,WWATER,42,65,0.493058,0.79282,79.282
6,MOROB,WWATER,49,5,1.280377,0.632955,63.2955
6,MOROB,WWATER,49,15,0.737577,0.993755,99.3755
6,MOROB,WWATER,49,25,1.542264,0.55791,55.791
6,MOROB,WWATER,49,35,1.347371,0.38059,38.059
6,MOROB,WWATER,49,45,1.191512,0.30501,30.501
6,MOROB,WWATER,49,55,0.913272,0.51205,51.205
6,MOROB,WWATER,49,65,0.721188,1.01864,101.864
6,MOROB,WWATER,62,5,2.542733,0.26179,26.179
6,MOROB,WWATER,62,15,2.499205,1.06276,106.276
6,MOROB,WWATER,62,25,2.340956,0.31377,31.377
6,MOROB,WWATER,62,35,1.81589,0.66888,66.888
6,MOROB,WWATER,62,45,1.029492,0.50964,50.964
6,MOROB,WWATER,62,55,0.580363,0.52742,52.742
6,MOROB,WWATER,62,65,0.31998,1.07144,107.144
6,MOROB,WWATER,69,5,0.107412,0.74773,74.773
6,MOROB,WWATER,69,15,0.113599,0.76861,76.861
6,MOROB,WWATER,69,25,0.32883,0.575535,57.5535
6,MOROB,WWATER,69,35,0.392888,0.508955,50.8955
6,MOROB,WWATER,69,45,1.21022,0.681975,68.1975
6,MOROB,WWATER,69,55,1.364948,0.6773,67.73
6,MOROB,WWATER,69,65,1.706293,1.05764,105.764
6,MOROB,WWATER,83,5,1.478876,0.317935,31.7935
6,MOROB,WWATER,83,15,1.374351,0.474865,47.4865
6,MOROB,WWATER,83,25,1.429655,0.193275,19.3275
6,MOROB,WWATER,83,35,1.729638,0.254655,25.4655
6,MOROB,WWATER,83,45,2.380642,0.257645,25.7645
6,MOROB,WWATER,83,55,1.583443,0.22304,22.304
6,MOROB,WWATER,83,65,1.873662,0.46927,46.927
6,MOROB,WWATER,90,5,1.660176,0.22587,22.587
6,MOROB,WWATER,90,15,1.468483,0.2914,29.14
6,MOROB,WWATER,90,25,1.648535,0.13133,13.133
6,MOROB,WWATER,90,35,1.679348,0.204545,20.4545
6,MOROB,WWATER,90,45,1.737627,0.246565,24.6565
6,MOROB,WWATER,90,55,1.464118,0.09723,9.723
6,MOROB,WWATER,90,65,1.560435,0.36103,36.103
4,MOROB,STRESS,14,5,0.281992,0.01264,1.264
4,MOROB,STRESS,14,15,0.290765,0.37285,37.285
4,MOROB,STRESS,14,25,0.297196,0.460315,46.0315
4,MOROB,STRESS,14,35,0.401591,0.426605,42.6605
4,MOROB,STRESS,14,45,0.206542,0.431145,43.1145
4,MOROB,STRESS,14,55,0.449437,0.25205,25.205
4,MOROB,STRESS,14,65,0.386449,0.3245,32.45
4,MOROB,STRESS,21,5,0.298146,0.041455,4.1455
4,MOROB,STRESS,21,15,0.212449,0.49915,49.915
4,MOROB,STRESS,21,25,0.169358,0.774755,77.4755
4,MOROB,STRESS,21,35,0.236063,0.53156,53.156
4,MOROB,STRESS,21,45,0.212141,0.28241,28.241
4,MOROB,STRESS,21,55,0.142863,0.191925,19.1925
4,MOROB,STRESS,21,65,0.179088,0.2013,20.13
4,MOROB,STRESS,35,5,1.198064,0.399355,39.9355
4,MOROB,STRESS,35,15,1.127432,0.346605,34.6605
4,MOROB,STRESS,35,25,0.917575,0.981525,98.1525
4,MOROB,STRESS,35,35,0.742969,0.477475,47.7475
4,MOROB,STRESS,35,45,0.599378,0.452945,45.2945
4,MOROB,STRESS,35,55,0.576242,0.179035,17.9035
4,MOROB,STRESS,35,65,0.673701,0.34845,34.845
4,MOROB,STRESS,42,5,0.782239,0.49865,49.865
4,MOROB,STRESS,42,15,0.883909,0.667775,66.7775
4,MOROB,STRESS,42,25,1.228405,1.06075,106.075
4,MOROB,STRESS,42,35,1.299863,0.86313,86.313
4,MOROB,STRESS,42,45,1.389363,0.85335,85.335
4,MOROB,STRESS,42,55,1.443298,0.64855,64.855
4,MOROB,STRESS,42,65,1.43192,1.09343,109.343
4,MOROB,STRESS,49,5,0.590252,0.159925,15.9925
4,MOROB,STRESS,49,15,0.678459,0.50605,50.605
4,MOROB,STRESS,49,25,0.769158,0.667795,66.7795
4,MOROB,STRESS,49,35,0.789188,0.470855,47.0855
4,MOROB,STRESS,49,45,0.799704,0.691695,69.1695
4,MOROB,STRESS,49,55,0.810926,0.46486,46.486
4,MOROB,STRESS,49,65,0.831473,0.65775,65.775
4,MOROB,STRESS,62,5,0.387068,0.18358,18.358
4,MOROB,STRESS,62,15,0.40727,0.64865,64.865
4,MOROB,STRESS,62,25,0.42268,0.723845,72.3845
4,MOROB,STRESS,62,35,0.446754,0.859715,85.9715
4,MOROB,STRESS,62,45,0.470064,0.863735,86.3735
4,MOROB,STRESS,62,55,0.41036,0.743845,74.3845
4,MOROB,STRESS,62,65,0.424969,0.39468,39.468
4,MOROB,STRESS,69,5,0.756203,0.48756,48.756
4,MOROB,STRESS,69,15,1.270828,0.781375,78.1375
4,MOROB,STRESS,69,25,0.895847,0.966665,96.6665
4,MOROB,STRESS,69,35,0.909399,1.15895,115.895
4,MOROB,STRESS,69,45,0.890434,1.013015,101.3015
4,MOROB,STRESS,69,55,1.240278,0.60182,60.182
4,MOROB,STRESS,69,65,2.763287,0.932,93.2
4,MOROB,STRESS,83,5,0.090115,0.84784,84.784
4,MOROB,STRESS,83,15,0.270177,0.95333,95.333
4,MOROB,STRESS,83,25,1.443224,1.027825,102.7825
4,MOROB,STRESS,83,35,1.599858,0.668345,66.8345
4,MOROB,STRESS,83,45,1.775592,1.070415,107.0415
4,MOROB,STRESS,83,55,2.85261,0.909545,90.9545
4,MOROB,STRESS,83,65,2.13337,1.83508,183.508
4,MOROB,STRESS,90,5,0.13338,0.22137,22.137
4,MOROB,STRESS,90,15,0.177577,0.496625,49.6625
4,MOROB,STRESS,90,25,0.543511,0.67638,67.638
4,MOROB,STRESS,90,35,0.846475,0.43523,43.523
4,MOROB,STRESS,90,45,0.913651,0.452505,45.2505
4,MOROB,STRESS,90,55,-0.1054,0.486985,48.6985
4,MOROB,STRESS,90,65,0.621546,1.07067,107.067
5,MOROB,STRESS,14,5,0.18207,0.02135,2.135
5,MOROB,STRESS,14,15,0.198101,0.09511,9.511
5,MOROB,STRESS,14,25,0.200507,0.20495,20.495
5,MOROB,STRESS,14,35,0.106399,0.20728,20.728
5,MOROB,STRESS,14,45,0,0.309655,30.9655
5,MOROB,STRESS,14,55,0.291223,0.18167,18.167
5,MOROB,STRESS,14,65,0.342592,0.09286,9.286
5,MOROB,STRESS,21,5,0.282144,0.097325,9.7325
5,MOROB,STRESS,21,15,0.260664,0.09472,9.472
5,MOROB,STRESS,21,25,0.20663,0.162365,16.2365
5,MOROB,STRESS,21,35,0.165782,0.107895,10.7895
5,MOROB,STRESS,21,45,1.238302,0.070095,7.0095
5,MOROB,STRESS,21,55,0.224415,0.157765,15.7765
5,MOROB,STRESS,21,65,0.220749,0,0
5,MOROB,STRESS,35,5,0.855253,0.203915,20.3915
5,MOROB,STRESS,35,15,0.894526,1.110095,111.0095
5,MOROB,STRESS,35,25,0.848024,1.56441,156.441
5,MOROB,STRESS,35,35,0.735296,0.92848,92.848
5,MOROB,STRESS,35,45,0.65064,1.05725,105.725
5,MOROB,STRESS,35,55,0.719129,1.42958,142.958
5,MOROB,STRESS,35,65,0.719349,0.56113,56.113
5,MOROB,STRESS,42,5,0.672863,0.309735,30.9735
5,MOROB,STRESS,42,15,0.785611,1.35346,135.346
5,MOROB,STRESS,42,25,0.948993,1.56193,156.193
5,MOROB,STRESS,42,35,1.105287,0.963315,96.3315
5,MOROB,STRESS,42,45,1.193324,1.149565,114.9565
5,MOROB,STRESS,42,55,0.651405,1.9941,199.41
5,MOROB,STRESS,42,65,0.657151,0.8481,84.81
5,MOROB,STRESS,49,5,0.556675,0.035985,3.5985
5,MOROB,STRESS,49,15,0.628259,0.714695,71.4695
5,MOROB,STRESS,49,25,0.69038,0.887015,88.7015
5,MOROB,STRESS,49,35,0.728908,0.481715,48.1715
5,MOROB,STRESS,49,45,0.755468,0.88068,88.068
5,MOROB,STRESS,49,55,1.337411,1.250285,125.0285
5,MOROB,STRESS,49,65,1.645053,0.33307,33.307
5,MOROB,STRESS,62,5,0.405318,0.41565,41.565
5,MOROB,STRESS,62,15,0.408666,0.37588,37.588
5,MOROB,STRESS,62,25,0.496491,0.62892,62.892
5,MOROB,STRESS,62,35,0.519485,0.250415,25.0415
5,MOROB,STRESS,62,45,0.521723,0.27554,27.554
5,MOROB,STRESS,62,55,0.521053,0.760965,76.0965
5,MOROB,STRESS,62,65,0.606109,1.1153,111.53
5,MOROB,STRESS,69,5,0.048247,0.070135,7.0135
5,MOROB,STRESS,69,15,0.311544,0.65985,65.985
5,MOROB,STRESS,69,25,0.367439,0.879865,87.9865
5,MOROB,STRESS,69,35,0.175232,0.71343,71.343
5,MOROB,STRESS,69,45,1.018712,1.1429,114.29
5,MOROB,STRESS,69,55,0.733213,0.941655,94.1655
5,MOROB,STRESS,69,65,0.711754,0.69044,69.044
5,MOROB,STRESS,83,5,0.087787,0.02188,2.188
5,MOROB,STRESS,83,15,0.030705,0.64052,64.052
5,MOROB,STRESS,83,25,0.169455,0.98071,98.071
5,MOROB,STRESS,83,35,0.60343,0.55138,55.138
5,MOROB,STRESS,83,45,0.03646,0.53053,53.053
5,MOROB,STRESS,83,55,0.476912,0.75556,75.556
5,MOROB,STRESS,83,65,0.968149,1.27631,127.631
5,MOROB,STRESS,90,5,0.018311,0.081765,8.1765
5,MOROB,STRESS,90,15,0.014476,0.43503,43.503
5,MOROB,STRESS,90,25,0.279661,0.43395,43.395
5,MOROB,STRESS,90,35,0.528359,0.364105,36.4105
5,MOROB,STRESS,90,45,1.212462,0.480885,48.0885
5,MOROB,STRESS,90,55,1.104768,0.601775,60.1775
5,MOROB,STRESS,90,65,1.146586,0.41546,41.546
6,MOROB,STRESS,14,5,0.153516,0.226355,22.6355
6,MOROB,STRESS,14,15,0.187412,0.15112,15.112
6,MOROB,STRESS,14,25,0.230004,0.12864,12.864
6,MOROB,STRESS,14,35,0.207917,0.176665,17.6665
6,MOROB,STRESS,14,45,0.230818,0.66764,66.764
6,MOROB,STRESS,14,55,0.245027,0.180115,18.0115
6,MOROB,STRESS,14,65,0.257606,0.56113,56.113
6,MOROB,STRESS,21,5,0.198406,0.193375,19.3375
6,MOROB,STRESS,21,15,0.155405,0.3059,30.59
6,MOROB,STRESS,21,25,0.156959,0.17904,17.904
6,MOROB,STRESS,21,35,0.163252,0.21833,21.833
6,MOROB,STRESS,21,45,0.15292,0.648955,64.8955
6,MOROB,STRESS,21,55,0.159397,0.27108,27.108
6,MOROB,STRESS,21,65,0.181911,0.4099,40.99
6,MOROB,STRESS,35,5,0.888913,0.55295,55.295
6,MOROB,STRESS,35,15,0.751396,0.494895,49.4895
6,MOROB,STRESS,35,25,0.601291,0.371045,37.1045
6,MOROB,STRESS,35,35,0.500926,0.154245,15.4245
6,MOROB,STRESS,35,45,0.419386,0.328965,32.8965
6,MOROB,STRESS,35,55,0.400311,0.18268,18.268
6,MOROB,STRESS,35,65,0.4276,0.04828,4.828
6,MOROB,STRESS,42,5,0.717103,0.161815,16.1815
6,MOROB,STRESS,42,15,0.93085,0.63758,63.758
6,MOROB,STRESS,42,25,0.934475,0.391715,39.1715
6,MOROB,STRESS,42,35,1.42412,0.174675,17.4675
6,MOROB,STRESS,42,45,0.458463,0.79089,79.089
6,MOROB,STRESS,42,55,0.971079,0.14989,14.989
6,MOROB,STRESS,42,65,0.949978,0.25351,25.351
6,MOROB,STRESS,49,5,0.587696,0.036375,3.6375
6,MOROB,STRESS,49,15,0.653656,0.197955,19.7955
6,MOROB,STRESS,49,25,0.681681,0.251375,25.1375
6,MOROB,STRESS,49,35,0.839867,0.020235,2.0235
6,MOROB,STRESS,49,45,0.769259,0.40006,40.006
6,MOROB,STRESS,49,55,0.691651,0.056775,5.6775
6,MOROB,STRESS,49,65,0.68369,0.525,52.5
6,MOROB,STRESS,62,5,0.453499,0.09642,9.642
6,MOROB,STRESS,62,15,0.441773,0.935715,93.5715
6,MOROB,STRESS,62,25,0.520995,1.15241,115.241
6,MOROB,STRESS,62,35,0.465384,0.980055,98.0055
6,MOROB,STRESS,62,45,0.404679,1.498045,149.8045
6,MOROB,STRESS,62,55,0.490017,0.976285,97.6285
6,MOROB,STRESS,62,65,0.469242,0.86588,86.588
6,MOROB,STRESS,69,5,0.177276,0.303665,30.3665
6,MOROB,STRESS,69,15,0.505462,0.50471,50.471
6,MOROB,STRESS,69,25,0.298621,0.096035,9.6035
6,MOROB,STRESS,69,35,0.406669,1.512685,151.2685
6,MOROB,STRESS,69,45,0.220532,0.15057,15.057
6,MOROB,STRESS,69,55,0.791205,0.413945,41.3945
6,MOROB,STRESS,69,65,0.6386,0.62818,62.818
6,MOROB,STRESS,83,5,0.021477,0.390915,39.0915
6,MOROB,STRESS,83,15,0.030093,0.437355,43.7355
6,MOROB,STRESS,83,25,0.017397,0.073555,7.3555
6,MOROB,STRESS,83,35,0.007042,0.064785,6.4785
6,MOROB,STRESS,83,45,0.297211,0,0
6,MOROB,STRESS,83,55,0.583345,0.188055,18.8055
6,MOROB,STRESS,83,65,0.783302,0.23684,23.684
6,MOROB,STRESS,90,5,-0.002216,0.271975,27.1975
6,MOROB,STRESS,90,15,0,0.460355,46.0355
6,MOROB,STRESS,90,25,0.423124,0.11775,11.775
6,MOROB,STRESS,90,35,0.017655,0.24049,24.049
6,MOROB,STRESS,90,45,0.079358,0.113485,11.3485
6,MOROB,STRESS,90,55,0.7052,0.193005,19.3005
6,MOROB,STRESS,90,65,1.266422,0.22259,22.259
1,LRED,WWATER,14,5,0.213873,0.05658,5.658
1,LRED,WWATER,14,15,0.15626,0.72569,72.569
1,LRED,WWATER,14,25,0.150961,0.27919,27.919
1,LRED,WWATER,14,35,0.222907,0.2193,21.93
1,LRED,WWATER,14,45,0.229407,0.4431,44.31
1,LRED,WWATER,14,55,0.109324,0.57734,57.734
1,LRED,WWATER,14,65,0.450117,0.25303,25.303
1,LRED,WWATER,21,5,0.429454,0.012265,1.2265
1,LRED,WWATER,21,15,0.344415,0.47673,47.673
1,LRED,WWATER,21,25,0.219863,0.329705,32.9705
1,LRED,WWATER,21,35,0.173849,0.36719,36.719
1,LRED,WWATER,21,45,0.245921,0.2629,26.29
1,LRED,WWATER,21,55,0.251266,0.4664,46.64
1,LRED,WWATER,21,65,0.319011,0.17991,17.991
1,LRED,WWATER,35,5,0.098458,0.830995,83.0995
1,LRED,WWATER,35,15,0.212448,0.79205,79.205
1,LRED,WWATER,35,25,1.525404,0.752035,75.2035
1,LRED,WWATER,35,35,1.375635,1.020305,102.0305
1,LRED,WWATER,35,45,1.059133,1.20747,120.747
1,LRED,WWATER,35,55,0.727225,1.286125,128.6125
1,LRED,WWATER,35,65,0.757586,0.02661,2.661
1,LRED,WWATER,42,5,-0.293181,1.27334,127.334
1,LRED,WWATER,42,15,-0.358367,1.453435,145.3435
1,LRED,WWATER,42,25,0.461091,1.188565,118.8565
1,LRED,WWATER,42,35,2.019029,1.43912,143.912
1,LRED,WWATER,42,45,1.717948,2.0831,208.31
1,LRED,WWATER,42,55,1.184933,2.527685,252.7685
1,LRED,WWATER,42,65,1.131688,1.66177,166.177
1,LRED,WWATER,49,5,1.681312,1.193195,119.3195
1,LRED,WWATER,49,15,0.79931,1.596175,159.6175
1,LRED,WWATER,49,25,0.382329,0.997415,99.7415
1,LRED,WWATER,49,35,1.620337,1.198935,119.8935
1,LRED,WWATER,49,45,1.277457,1.82327,182.327
1,LRED,WWATER,49,55,0.932887,2.130265,213.0265
1,LRED,WWATER,49,65,0.867878,1.99134,199.134
1,LRED,WWATER,62,5,0.115107,0.15986,15.986
1,LRED,WWATER,62,15,0.028341,0.236465,23.6465
1,LRED,WWATER,62,25,0.413358,0.384435,38.4435
1,LRED,WWATER,62,35,1.245543,0.684065,68.4065
1,LRED,WWATER,62,45,1.122804,0.820395,82.0395
1,LRED,WWATER,62,55,0.912817,0.86412,86.412
1,LRED,WWATER,62,65,0.93605,1.31788,131.788
1,LRED,WWATER,69,5,0.031255,0.466785,46.6785
1,LRED,WWATER,69,15,0.036988,1.10071,110.071
1,LRED,WWATER,69,25,1.070001,0.57632,57.632
1,LRED,WWATER,69,35,0.118771,0.696455,69.6455
1,LRED,WWATER,69,45,0.095873,0.88997,88.997
1,LRED,WWATER,69,55,0.635234,0.65121,65.121
1,LRED,WWATER,69,65,1.109175,0.64146,64.146
1,LRED,WWATER,83,5,1.804597,0.04515,4.515
1,LRED,WWATER,83,15,2.167055,0.678445,67.8445
1,LRED,WWATER,83,25,3.615885,0.274905,27.4905
1,LRED,WWATER,83,35,1.109391,0.40474,40.474
1,LRED,WWATER,83,45,1.842464,0.190745,19.0745
1,LRED,WWATER,83,55,1.946335,0.172505,17.2505
1,LRED,WWATER,83,65,1.88799,0,0
1,LRED,WWATER,90,5,1.406956,0.061535,6.1535
1,LRED,WWATER,90,15,1.30881,0.54076,54.076
1,LRED,WWATER,90,25,1.371237,0.308255,30.8255
1,LRED,WWATER,90,35,1.343078,0.2589,25.89
1,LRED,WWATER,90,45,1.390351,0.145195,14.5195
1,LRED,WWATER,90,55,1.391172,0.09518,9.518
1,LRED,WWATER,90,65,1.371737,0.12431,12.431
2,LRED,WWATER,14,5,0.214333,0.08254,8.254
2,LRED,WWATER,14,15,0.245396,0.041995,4.1995
2,LRED,WWATER,14,25,0.200659,0.34998,34.998
2,LRED,WWATER,14,35,0.224307,0.3428,34.28
2,LRED,WWATER,14,45,0.267515,0.49181,49.181
2,LRED,WWATER,14,55,0.201305,0.148965,14.8965
2,LRED,WWATER,14,65,0.324381,0.09686,9.686
2,LRED,WWATER,21,5,0.723274,0.180405,18.0405
2,LRED,WWATER,21,15,0.459993,0.241185,24.1185
2,LRED,WWATER,21,25,0.265744,0.475145,47.5145
2,LRED,WWATER,21,35,0.199043,0.44409,44.409
2,LRED,WWATER,21,45,0.353602,0.47417,47.417
2,LRED,WWATER,21,55,0.238623,0.26014,26.014
2,LRED,WWATER,21,65,0.305282,0.26884,26.884
2,LRED,WWATER,35,5,-0.013534,0.17739,17.739
2,LRED,WWATER,35,15,0.021122,0.19248,19.248
2,LRED,WWATER,35,25,0.570632,0.95603,95.603
2,LRED,WWATER,35,35,1.144466,1.429175,142.9175
2,LRED,WWATER,35,45,1.404231,2.3635,236.35
2,LRED,WWATER,35,55,2.178554,2.96058,296.058
2,LRED,WWATER,35,65,1.427348,2.53488,253.488
2,LRED,WWATER,42,5,-0.147723,0.243395,24.3395
2,LRED,WWATER,42,15,-0.14433,0.48824,48.824
2,LRED,WWATER,42,25,-0.149831,1.049795,104.9795
2,LRED,WWATER,42,35,0.210107,1.413335,141.3335
2,LRED,WWATER,42,45,1.965337,2.469265,246.9265
2,LRED,WWATER,42,55,3.319519,3.037415,303.7415
2,LRED,WWATER,42,65,1.280681,1.95286,195.286
2,LRED,WWATER,49,5,2.50807,0.331675,33.1675
2,LRED,WWATER,49,15,0.024158,0.355225,35.5225
2,LRED,WWATER,49,25,0.135492,1.108715,110.8715
2,LRED,WWATER,49,35,0.427959,1.38759,138.759
2,LRED,WWATER,49,45,1.351896,1.60552,160.552
2,LRED,WWATER,49,55,1.023674,1.77711,177.711
2,LRED,WWATER,49,65,2.135657,1.80484,180.484
2,LRED,WWATER,62,5,0.233576,0.893095,89.3095
2,LRED,WWATER,62,15,0.037144,0.50454,50.454
2,LRED,WWATER,62,25,0.135976,0.939835,93.9835
2,LRED,WWATER,62,35,1.005383,0.58547,58.547
2,LRED,WWATER,62,45,1.524939,0.569485,56.9485
2,LRED,WWATER,62,55,1.578803,0.78506,78.506
2,LRED,WWATER,62,65,1.437406,0.99075,99.075
2,LRED,WWATER,69,5,0.036577,0.11312,11.312
2,LRED,WWATER,69,15,0.133405,0.259555,25.9555
2,LRED,WWATER,69,25,0.263058,0.36857,36.857
2,LRED,WWATER,69,35,1.018111,0.80579,80.579
2,LRED,WWATER,69,45,1.049282,0.85137,85.137
2,LRED,WWATER,69,55,1.100309,0.45363,45.363
2,LRED,WWATER,69,65,2.714198,1.00892,100.892
2,LRED,WWATER,83,5,2.013615,0,0
2,LRED,WWATER,83,15,1.769954,0.047435,4.7435
2,LRED,WWATER,83,25,0.869407,0.170955,17.0955
2,LRED,WWATER,83,35,1.205634,0.264565,26.4565
2,LRED,WWATER,83,45,1.751741,0.37603,37.603
2,LRED,WWATER,83,55,1.872311,0.126725,12.6725
2,LRED,WWATER,83,65,1.357429,0,0
2,LRED,WWATER,90,5,1.302664,0.019635,1.9635
2,LRED,WWATER,90,15,1.412006,0.27713,27.713
2,LRED,WWATER,90,25,0.987516,0.333775,33.3775
2,LRED,WWATER,90,35,1.407059,0.3302,33.02
2,LRED,WWATER,90,45,1.609936,0.342305,34.2305
2,LRED,WWATER,90,55,1.66603,0.220535,22.0535
2,LRED,WWATER,90,65,1.427732,0.23628,23.628
3,LRED,WWATER,14,5,0.237309,0.015875,1.5875
3,LRED,WWATER,14,15,0.237393,0.0713,7.13
3,LRED,WWATER,14,25,0.246388,0.140905,14.0905
3,LRED,WWATER,14,35,0.257696,0.121645,12.1645
3,LRED,WWATER,14,45,0.313812,0.231255,23.1255
3,LRED,WWATER,14,55,0.320717,0.178005,17.8005
3,LRED,WWATER,14,65,0.332616,0,0
3,LRED,WWATER,21,5,0.13572,0.018235,1.8235
3,LRED,WWATER,21,15,0.270382,0.36159,36.159
3,LRED,WWATER,21,25,0.233652,0.398705,39.8705
3,LRED,WWATER,21,35,0.204734,0.374025,37.4025
3,LRED,WWATER,21,45,0.1762,0.431355,43.1355
3,LRED,WWATER,21,55,0.211986,0.392555,39.2555
3,LRED,WWATER,21,65,0.197733,0.08445,8.445
3,LRED,WWATER,35,5,0.155985,0.63899,63.899
3,LRED,WWATER,35,15,0.88537,0.698335,69.8335
3,LRED,WWATER,35,25,1.635371,2.032215,203.2215
3,LRED,WWATER,35,35,1.183866,2.462515,246.2515
3,LRED,WWATER,35,45,0.877701,1.48633,148.633
3,LRED,WWATER,35,55,0.918799,0.52766,52.766
3,LRED,WWATER,35,65,0.627116,0.63508,63.508
3,LRED,WWATER,42,5,-0.049358,0.53714,53.714
3,LRED,WWATER,42,15,-0.214373,0.42685,42.685
3,LRED,WWATER,42,25,0.402604,1.97179,197.179
3,LRED,WWATER,42,35,1.562395,2.311345,231.1345
3,LRED,WWATER,42,45,1.253878,2.059505,205.9505
3,LRED,WWATER,42,55,0.5909,1.261935,126.1935
3,LRED,WWATER,42,65,0.472809,1.48722,148.722
3,LRED,WWATER,49,5,0.814174,1.7914,179.14
3,LRED,WWATER,49,15,0.318364,1.611765,161.1765
3,LRED,WWATER,49,25,0.529595,1.962045,196.2045
3,LRED,WWATER,49,35,1.672495,2.15661,215.661
3,LRED,WWATER,49,45,1.283275,1.85038,185.038
3,LRED,WWATER,49,55,1.007302,1.59271,159.271
3,LRED,WWATER,49,65,0.038745,1.74035,174.035
3,LRED,WWATER,62,5,0.072813,0.32938,32.938
3,LRED,WWATER,62,15,0.074287,0.910695,91.0695
3,LRED,WWATER,62,25,0.397767,0.6499,64.99
