Obs,TRT,ENTNO,NAME,Rep,DTF,HT,GY,TDMY,HI,F10,Trial,Env
2298,S,e33,IR77298-14-1-2-13,3,77,70.5,2745.51,5258.57,46.2896,,H,SH
2460,C,e37,IR78905-105-1-2-2,3,70,95,2746.18,6058.03,45.3313,,I,CI
1073,S,e25,IR71525-19-1-1,2,77,111.333,2749.21,6065.37,40.1861,,D,SD
1084,S,e29,IR75282-58-1-2-3,1,84,110.667,2751,10943.16,22.2882,,D,SD
2716,C,e23,DSU-4-18,1,75,101.667,2751.06,8926.35,30.8195,,J,CJ
526,S,e41,IR78910-23-1-3-3,1,74,97,2751.13,6698.67,41.0699,,B,SB
1363,S,e22,DSL-89-3,1,83,65.5,2751.48,7901.39,30.8737,,E,SE
1390,S,e31,IR77298-14-1-2,1,78,81.5,2752.81,8753.51,27.8818,,E,SE
240,S,e40,IR78908-193-B-3-B,3,75,82.067,2758.52,4981.8,55.3719,,A,SA
2463,C,e38,IR78908-121-B-2-B,3,70,109.667,2760.77,6853.1,40.2851,,I,CI
1905,S,e2,BINUHANGIN,3,75,74,2760.85,5253.43,46.5936,,G,SG
2205,S,e2,BINUHANGIN,3,75,74,2760.85,5253.43,46.5936,,H,SH
809,S,e37,IR78905-105-1-2-2,2,75,72.733,2761.47,6787.65,36.0702,,C,SC
2442,C,e31,IR77298-14-1-2,3,73,96.333,2764.05,6534.33,42.3004,,I,CI
1608,S,e3,D6-446-6S,3,77,98,2766.72,10552.37,23.2457,,F,SF
2656,C,e3,D6-446-6S,1,78,90,2768.45,5930.97,46.6778,,J,CJ
1434,S,e45,IR81025-B-425-B,3,71,103,2769.72,7705.56,31.8682,,E,SE
2811,S,e4,D6-547-2R,3,80,95,2770.64,8646.05,32.0452,,J,SJ
776,S,e26,IR71700-247-1-1,2,82,102.5,2770.7,7759.16,31.6593,,C,SC
1779,C,e10,DK106,3,75,83.833,2770.77,7298.56,33.6582,,G,CG
2079,C,e10,DK106,3,75,83.833,2770.77,7298.56,33.6582,,H,CH
2865,S,e22,DSL-89-3,3,78,96.333,2772.96,10123.3,27.3918,,J,SJ
2690,C,e14,DK122,2,71,100.667,2773.76,5262.88,52.7043,,J,CJ
1370,S,e24,IR70215-70-CPA-3-4-1-3,2,83,77.167,2775.5,9541.49,25.79,,E,SE
1095,S,e32,IR77298-14-1-2-1,3,81,91,2776.52,7085.86,34.7404,,D,SD
2657,C,e3,D6-446-6S,2,71,101.667,2777.36,9562.13,29.0454,,J,CJ
1671,S,e24,IR70215-70-CPA-3-4-1-3,3,93,127.167,2778.62,12443.38,19.7978,,F,SF
1341,S,e14,DK122,3,74,65.667,2778.92,6552.65,37.5998,,E,SE
1563,C,e38,IR78908-121-B-2-B,3,68,126.667,2779.48,6997.88,35.2147,,F,CF
1670,S,e24,IR70215-70-CPA-3-4-1-3,2,89,122.333,2780.6,11872.54,20.7645,,F,SF
453,S,e16,DK135,3,81,70.667,2781.07,7054.4,39.4231,,B,SB
2003,S,e35,IR77298-5-6-25,2,77,70.667,2781.89,5216.22,47.2837,,G,SG
2303,S,e35,IR77298-5-6-25,2,77,70.667,2781.89,5216.22,47.2837,,H,SH
347,C,e29,IR75282-58-1-2-3,2,88,102.333,2782.4,9590.93,29.0107,,B,CB
1447,S,e50,URI,1,81,100.167,2783.45,7835.34,31.4958,,E,SE
790,S,e31,IR77298-14-1-2,1,82,87.167,2786.24,7163.61,34.4837,,C,SC
1094,S,e32,IR77298-14-1-2-1,2,79,93.333,2787.96,6252.6,39.5323,,D,SD
1458,C,e3,D6-446-6S,3,77,101.667,2788.66,8611.09,28.7121,,F,CF
484,S,e27,IR74371-46-1-1,1,74,96.333,2793.8,7195.8,38.8254,,B,SB
417,S,e3,D6-446-6S,3,81,72,2796.6,8372.47,33.4023,,B,SB
177,S,e17,DK136,3,81,63.967,2797.76,5955.84,46.9751,,A,SA
1082,S,e28,IR74371-54-1-1,2,79,114,2798.67,9144.37,27.1347,,D,SD
2939,S,e47,M4FNS-3076,2,78,95.667,2802.22,8535.58,32.8299,,J,SJ
2795,C,e49,RR72-18-832,2,78,120.333,2804.78,10333.44,27.1427,,J,CJ
1745,S,e49,RR72-18-832,2,75,121,2806.46,7155.2,34.7747,,F,SF
385,C,e42,IR78910-34-B-2-2,1,71,101.667,2808.93,8289.4,33.8858,,B,CB
1230,C,e27,IR74371-46-1-1,3,64,117.667,2812.34,7003.35,35.6032,,E,CE
2399,C,e17,DK136,2,65,106.667,2812.72,6538.22,43.0197,,I,CI
2691,C,e14,DK122,3,71,106.333,2812.93,5819.61,48.3355,,J,CJ
908,C,e20,DK167,2,81,98,2814.26,8137.72,30.6612,,D,CD
1462,C,e5,D6-547-5S,1,75,111.667,2814.68,8600.89,29.0143,,F,CF
290,C,e10,DK106,2,68,96,2815.13,8473.4,33.2232,,B,CB
708,S,e3,D6-446-6S,3,84,68.333,2815.15,6971.24,35.8029,,C,SC
2432,C,e28,IR74371-54-1-1,2,70,99.667,2815.39,6119.85,46.0042,,I,CI
1468,C,e7,DGI-196,1,75,120.667,2817.96,9020.4,27.6972,,F,CF
64,C,e30,IR75870-8-1-2-B-6-2-B-B-B,1,91,102.733,2818.77,4817.77,58.5078,,A,CA
2711,C,e21,DSL-69-6,2,75,106,2823.59,6767.92,41.7202,,J,CJ
1401,S,e34,IR77298-5-6-18,3,83,67.333,2826.57,7483.23,33.4887,,E,SE
1685,S,e29,IR75282-58-1-2-3,2,82,121.167,2828.11,10365.53,24.1898,,F,SF
804,S,e35,IR77298-5-6-25,3,82,72.9,2828.33,7419.59,33.7969,,C,SC
845,S,e49,RR72-18-832,2,79,89.433,2828.76,6909.31,36.2985,,C,SC
444,S,e13,DK117,3,81,80,2831.27,7103.93,39.8549,,B,SB
719,S,e7,DGI-196,2,79,97.633,2832.78,6866.87,36.5747,,C,SC
2437,C,e30,IR75870-8-1-2-B-6-2-B-B-B,1,75,94,2836.3,6860.06,41.3451,,I,CI
1883,C,e45,IR81025-B-425-B,2,73,105.333,2836.67,8183.05,30.7341,,G,CG
2183,C,e45,IR81025-B-425-B,2,73,105.333,2836.67,8183.05,30.7341,,H,CH
1642,S,e15,DK124,1,86,102.667,2837.9,10746.07,23.4139,,F,SF
2374,C,e9,DGI-81,1,73,86.667,2839.85,6721.67,42.386,,I,CI
2820,S,e7,DGI-196,3,75,105.333,2841.37,8177.75,34.7451,,J,SJ
891,C,e14,DK122,3,77,95,2843.12,6962.7,36.2029,,D,CD
628,C,e27,IR74371-46-1-1,1,68,101.667,2843.46,6887.67,36.6017,,C,CC
1641,S,e14,DK122,3,77,106.167,2844.88,7284,34.6275,,F,SF
1321,S,e8,DGI-32,1,85,65.833,2848.71,7791.66,32.4149,,E,SE
543,S,e47,M4FNS-3076,3,81,75.333,2851.8,7723.6,36.9232,,B,SB
1545,C,e32,IR77298-14-1-2-1,3,75,113.333,2852.3,8938.37,28.292,,F,CF
2444,C,e32,IR77298-14-1-2-1,2,73,87.667,2853.51,7190.65,39.6836,,I,CI
469,S,e22,DSL-89-3,1,81,71.333,2854.8,7437.07,38.3861,,B,SB
1377,S,e26,IR71700-247-1-1,3,71,90.667,2856.57,7634.5,33.1735,,E,SE
322,C,e21,DSL-69-6,1,81,86,2857.67,8467,33.7506,,B,CB
1098,S,e33,IR77298-14-1-2-13,3,79,94,2857.89,6868.27,36.8914,,D,SD
524,S,e40,IR78908-193-B-3-B,2,67,101,2860.67,7057.33,40.5347,,B,SB
498,S,e31,IR77298-14-1-2,3,81,108,2860.93,8777.6,32.5936,,B,SB
2402,C,e18,DK142,2,70,85,2861.92,5785.44,49.4676,,I,CI
65,C,e30,IR75870-8-1-2-B-6-2-B-B-B,2,91,107.367,2863.43,5243.01,54.6142,,A,CA
520,S,e39,IR78908-156-B-2-B,1,67,104.667,2863.47,7361.93,38.8956,,B,SB
808,S,e37,IR78905-105-1-2-2,1,75,95.4,2865.63,6543.99,38.8243,,C,SC
1908,S,e3,D6-446-6S,3,81,64,2868.81,6160.08,41.2898,,G,SG
2208,S,e3,D6-446-6S,3,81,64,2868.81,6160.08,41.2898,,H,SH
1395,S,e32,IR77298-14-1-2-1,3,78,80.833,2869.27,7579.82,33.5614,,E,SE
180,S,e18,DK142,3,86,58.667,2870.61,5468.17,52.4966,,A,SA
2533,S,e12,DK109,1,73,60.667,2872.43,6016.96,47.739,,I,SI
1898,C,e50,URI,2,75,118.167,2874.41,7518.58,33.8953,,G,CG
2198,C,e50,URI,2,75,118.167,2874.41,7518.58,33.8953,,H,CH
87,C,e38,IR78908-121-B-2-B,3,.,91.867,2875.24,6512.08,44.1524,,A,CA
1770,C,e7,DGI-196,3,73,85.333,2875.73,7483.95,34.0678,,G,CG
2070,C,e7,DGI-196,3,73,85.333,2875.73,7483.95,34.0678,,H,CH
548,S,e49,RR72-18-832,2,81,80.333,2877.8,7848.53,36.6667,,B,SB
1640,S,e14,DK122,2,77,116.833,2878.33,8461.52,30.1591,,F,SF
1129,S,e44,IR81024-B-275-3-B,1,71,106.667,2879.89,7271.97,35.1116,,D,SD
707,S,e3,D6-446-6S,2,86,75.467,2880.5,8513.17,29.9987,,C,SC
1591,C,e48,PSBRC68,1,93,129,2880.54,13055.48,19.5618,,F,CF
1043,S,e15,DK124,2,91,95.333,2882.41,7416.74,34.4563,,D,SD
1075,S,e26,IR71700-247-1-1,1,77,84,2883.52,9131.59,27.9965,,D,SD
2876,S,e26,IR71700-247-1-1,2,64,150.333,2884.29,9386.54,30.728,,J,SJ
337,C,e26,IR71700-247-1-1,1,81,85,2885.47,10291.73,28.0367,,B,CB
487,S,e28,IR74371-54-1-1,1,81,91.333,2885.67,9296.2,31.0414,,B,SB
2001,S,e34,IR77298-5-6-18,3,77,72.5,2886.51,5777.77,44.2934,,G,SG
2301,S,e34,IR77298-5-6-18,3,77,72.5,2886.51,5777.77,44.2934,,H,SH
796,S,e33,IR77298-14-1-2-13,1,79,85.367,2887.45,6719.34,38.0991,,C,SC
1413,S,e38,IR78908-121-B-2-B,3,66,83.5,2887.84,7516.88,34.0613,,E,SE
1679,S,e27,IR74371-46-1-1,2,70,124,2888.27,9658.2,26.5135,,F,SF
195,S,e23,DSU-4-18,3,81,70.4,2890.32,6759.16,42.7616,,A,SA
2355,C,e2,BINUHANGIN,3,70,86.333,2892.49,5777.47,50.0649,,I,CI
750,S,e17,DK136,3,77,93.367,2895.74,7284.02,35.2464,,C,SC
1602,S,e1,APO,3,84,118.667,2896.42,9002.5,28.525,,F,SF
514,S,e37,IR78905-105-1-2-2,1,74,88.667,2897.6,8718.87,33.2337,,B,SB
270,C,e2,BINUHANGIN,3,68,80,2899.87,8931.93,32.4663,,B,CB
1882,C,e45,IR81025-B-425-B,1,68,111.667,2899.96,8493.16,30.2726,,G,CG
2182,C,e45,IR81025-B-425-B,1,68,111.667,2899.96,8493.16,30.2726,,H,CH
1306,S,e3,D6-446-6S,1,85,67,2901.41,7518.65,34.2134,,E,SE
1648,S,e17,DK136,1,75,138.667,2901.75,7289.48,35.2931,,F,SF
522,S,e39,IR78908-156-B-2-B,3,79,107.667,2903.2,8747.2,33.19,,B,SB
1111,S,e38,IR78908-121-B-2-B,1,70,113,2903.62,6573.68,39.1614,,D,SD
501,S,e32,IR77298-14-1-2-1,3,81,83.333,2906.4,8326.4,34.9058,,B,SB
471,S,e22,DSL-89-3,3,81,75.667,2907.6,8135.2,35.741,,B,SB
2365,C,e6,DA8,1,70,108.667,2907.92,7682.56,37.8509,,I,CI
1018,S,e7,DGI-196,1,77,105.333,2908.62,8552.38,30.1528,,D,SD
513,S,e36,IR78877-163-B-1-1,3,74,92.333,2909.73,6677.93,43.5724,,B,SB
847,S,e50,URI,1,70,118,2910.05,9339.38,27.6254,,C,SC
740,S,e14,DK122,2,75,71.9,2912.7,6145.06,42.0239,,C,SC
1375,S,e26,IR71700-247-1-1,1,71,85.167,2913.16,8524.47,30.2987,,E,SE
2888,S,e30,IR75870-8-1-2-B-6-2-B-B-B,2,87,121.667,2914.67,8282.14,35.1922,,J,SJ
2427,C,e26,IR71700-247-1-1,3,73,90.333,2915.13,5906.61,49.3536,,I,CI
797,S,e33,IR77298-14-1-2-13,2,79,99.5,2915.21,6701.28,38.569,,C,SC
2372,C,e8,DGI-32,2,73,84,2917.56,6530.97,44.6727,,I,CI
2725,C,e26,IR71700-247-1-1,1,69,133.333,2920.18,8794.89,33.2031,,J,CJ
1965,S,e22,DSL-89-3,3,77,68.667,2921.46,5334.9,48.5513,,G,SG
2265,S,e22,DSL-89-3,3,77,68.667,2921.46,5334.9,48.5513,,H,SH
812,S,e38,IR78908-121-B-2-B,2,68,114.333,2921.97,7517.94,34.459,,C,SC
2777,C,e43,IR79906-B-192-2-1,2,83,145.667,2923.33,10446.42,27.9841,,J,CJ
318,C,e19,DK157,3,68,96.667,2924.07,9204.93,31.7663,,B,CB
1066,S,e23,DSU-4-18,1,79,78.667,2924.14,6757.87,38.3632,,D,SD
497,S,e31,IR77298-14-1-2,2,85,94.333,2924.2,9112.2,32.091,,B,SB
852,C,e1,APO,3,88,128.667,2924.76,7319.89,35.4252,,D,CD
972,C,e41,IR78910-23-1-3-3,3,74,133,2925.33,7770.13,33.379,,D,CD
511,S,e36,IR78877-163-B-1-1,1,67,97.5,2926.87,7048.87,41.5225,,B,SB
1661,S,e21,DSL-69-6,2,80,108,2927.08,8663.54,29.9547,,F,SF
685,C,e46,KALIA,1,73,146.833,2928.29,6942.88,37.3939,,C,CC
228,S,e35,IR77298-5-6-25,3,81,69.267,2933.82,5934.77,49.4345,,A,SA
2490,C,e47,M4FNS-3076,3,73,76,2934.29,5996.94,48.9298,,I,CI
1053,S,e18,DK142,3,79,99.333,2936.22,8204.25,31.7305,,D,SD
1336,S,e13,DK117,1,74,77.667,2936.43,8141.03,31.9792,,E,SE
2774,C,e42,IR78910-34-B-2-2,2,69,130,2937.14,5519.46,53.2142,,J,CJ
2364,C,e5,D6-547-5S,3,73,76.667,2937.31,6678.28,43.983,,I,CI
2417,C,e23,DSU-4-18,2,75,78,2939.27,6496.01,45.2472,,I,CI
772,S,e25,IR71525-19-1-1,1,68,105.167,2940.2,6217.44,41.9268,,C,SC
912,C,e21,DSL-69-6,3,84,428,2941.98,10023.02,26.0236,,D,CD
2686,C,e13,DK117,1,75,106.667,2942.83,7984.24,36.858,,J,CJ
2472,C,e41,IR78910-23-1-3-3,3,65,101.667,2942.87,6670.27,44.1191,,I,CI
1845,C,e32,IR77298-14-1-2-1,3,68,97.333,2944.36,9628.33,27.1123,,G,CG
2145,C,e32,IR77298-14-1-2-1,3,68,97.333,2944.36,9628.33,27.1123,,H,CH
801,S,e34,IR77298-5-6-18,3,84,77.033,2944.92,8112.3,32.1853,,C,SC
723,S,e8,DGI-32,3,82,86,2945.7,7825.65,33.373,,C,SC
1132,S,e45,IR81025-B-425-B,1,71,131.333,2946,7627.25,34.2446,,D,SD
1107,S,e36,IR78877-163-B-1-1,3,74,110.333,2946.4,7143.61,36.568,,D,SD
1136,S,e46,KALIA,2,74,112.333,2947.66,7446.06,35.0977,,D,SD
789,S,e30,IR75870-8-1-2-B-6-2-B-B-B,3,82,87.5,2948.21,7822.54,33.4146,,C,SC
1382,S,e28,IR74371-54-1-1,2,71,95.833,2948.8,7802.33,33.5079,,E,SE
778,S,e27,IR74371-46-1-1,1,73,116.667,2949.18,7178.73,36.4233,,C,SC
961,C,e38,IR78908-121-B-2-B,1,70,116,2950.2,7286.97,35.8947,,D,CD
355,C,e32,IR77298-14-1-2-1,1,88,98,2950.8,9344.47,31.578,,B,CB
887,C,e13,DK117,2,82,104.333,2950.8,8516.04,30.7205,,D,CD
2693,C,e15,DK124,2,90,117.667,2953.82,10502.12,28.1259,,J,CJ
2710,C,e21,DSL-69-6,1,75,113.333,2954.86,6126.04,48.2344,,J,CJ
833,S,e45,IR81025-B-425-B,2,75,99.4,2955.12,6800.67,38.5257,,C,SC
1346,S,e16,DK135,2,81,71.5,2956.59,6362.98,41.1962,,E,SE
1876,C,e43,IR79906-B-192-2-1,1,73,103,2956.71,8922.08,29.3812,,G,CG
2176,C,e43,IR79906-B-192-2-1,1,73,103,2956.71,8922.08,29.3812,,H,CH
984,C,e45,IR81025-B-425-B,3,70,115.667,2957.08,7554.74,34.7032,,D,CD
1110,S,e37,IR78905-105-1-2-2,3,70,107,2959.12,7606.88,34.4892,,D,SD
1587,C,e46,KALIA,3,68,129.667,2960.07,7193.8,36.4814,,F,CF
2890,S,e31,IR77298-14-1-2,1,80,130,2961.57,10519.59,28.1529,,J,SJ
1650,S,e17,DK136,3,70,142,2961.68,8054.22,32.6018,,F,SF
1584,C,e45,IR81025-B-425-B,3,68,116.667,2964.37,8144.07,32.2714,,F,CF
1031,S,e11,DK108,2,79,90.333,2967.4,6316.23,41.6529,,D,SD
1597,C,e50,URI,1,82,155.667,2970.39,9810.81,26.8433,,F,CF
1878,C,e43,IR79906-B-192-2-1,3,73,113.667,2972.99,8209.04,32.109,,G,CG
2178,C,e43,IR79906-B-192-2-1,3,73,113.667,2972.99,8209.04,32.109,,H,CH
1473,C,e8,DGI-32,3,80,109.667,2973.52,8795.92,29.9721,,F,CF
277,C,e5,D6-547-5S,1,83,92.333,2974.4,10985.13,27.0766,,B,CB
1816,C,e23,DSU-4-18,1,75,82.333,2974.9,6668.87,39.55,,G,CG
2116,C,e23,DSU-4-18,1,75,82.333,2974.9,6668.87,39.55,,H,CH
1126,S,e43,IR79906-B-192-2-1,1,79,110.667,2977.16,7836.54,33.6825,,D,SD
1775,C,e9,DGI-81,2,73,85.583,2978.76,7255.23,36.0717,,G,CG
2075,C,e9,DGI-81,2,73,85.583,2978.76,7255.23,36.0717,,H,CH
2754,C,e35,IR77298-5-6-25,3,75,100.333,2979.62,8820.26,33.7815,,J,CJ
2482,C,e45,IR81025-B-425-B,1,70,106.333,2980.9,7896.86,37.7479,,I,CI
2892,S,e31,IR77298-14-1-2,3,80,133.333,2981.02,8016.83,37.1845,,J,SJ
391,C,e44,IR81024-B-275-3-B,1,79,108,2981.93,9445,31.5716,,B,CB
1439,S,e47,M4FNS-3076,2,78,65.667,2986.61,8034.52,32.9568,,E,SE
1303,S,e2,BINUHANGIN,1,83,85.333,2987.65,7596.64,34.8686,,E,SE
1026,S,e9,DGI-81,3,81,88.333,2987.66,6291.26,42.1038,,D,SD
671,C,e41,IR78910-23-1-3-3,2,68,115.4,2989.28,5985.62,44.2776,,C,CC
2363,C,e5,D6-547-5S,2,73,76.667,2989.89,6575.77,45.4684,,I,CI
1658,S,e20,DK167,2,86,109.667,2990.84,12738.21,20.8167,,F,SF
2695,C,e16,DK135,1,75,100,2990.9,5808.26,51.4939,,J,CJ
818,S,e40,IR78908-193-B-3-B,2,73,127.367,2990.96,8111.78,32.6905,,C,SC
800,S,e34,IR77298-5-6-18,2,82,80.5,2991.27,8383.38,31.6346,,C,SC
439,S,e12,DK109,1,83,77,2991.33,7691.33,38.8923,,B,SB
1025,S,e9,DGI-81,2,81,86,2993.03,9336.15,28.423,,D,SD
672,C,e41,IR78910-23-1-3-3,3,66,119.733,2993.34,6301.22,42.117,,C,CC
359,C,e33,IR77298-14-1-2-13,2,81,92.667,2993.53,9338.8,32.0548,,B,CB
415,S,e3,D6-446-6S,1,69,70.333,2993.67,8266.33,36.2152,,B,SB
2486,C,e46,KALIA,2,70,106,2994.62,6887.16,43.4812,,I,CI
2823,S,e8,DGI-32,3,80,97.333,2995.6,13147.69,22.7842,,J,SJ
2671,C,e8,DGI-32,1,78,107,2997.97,8995.26,33.3284,,J,CJ
1509,C,e20,DK167,3,89,119,2998.16,8897.1,29.8767,,F,CF
2370,C,e7,DGI-196,3,73,81.667,2998.21,6087.4,49.2526,,I,CI
500,S,e32,IR77298-14-1-2-1,2,81,81.667,2999.87,8121.87,36.9357,,B,SB
426,S,e7,DGI-196,3,81,79.333,3000.87,7036.27,42.6486,,B,SB
495,S,e30,IR75870-8-1-2-B-6-2-B-B-B,3,88,90.667,3001.07,9212.93,32.5745,,B,SB
387,C,e42,IR78910-34-B-2-2,3,81,103.667,3001.27,10069.2,29.8064,,B,CB
1714,S,e39,IR78908-156-B-2-B,1,72,125,3001.95,7990.73,33.3077,,F,SF
1456,C,e3,D6-446-6S,1,75,95,3002.6,10552.5,25.2272,,F,CF
135,S,e1,APO,3,88,83.333,3005.07,6514.69,46.1276,,A,SA
1691,S,e31,IR77298-14-1-2,2,80,123,3009.06,9341.96,28.5575,,F,SF
2683,C,e12,DK109,1,75,96.667,3009.55,8692.59,34.622,,J,CJ
1703,S,e35,IR77298-5-6-25,2,82,107.333,3011.17,10611.1,25.1595,,F,SF
1718,S,e40,IR78908-193-B-3-B,2,70,128.833,3012.83,7564.24,35.3132,,F,SF
1859,C,e37,IR78905-105-1-2-2,2,73,89.667,3014.12,7643.51,34.9618,,G,CG
2159,C,e37,IR78905-105-1-2-2,2,73,89.667,3014.12,7643.51,34.9618,,H,CH
1858,C,e37,IR78905-105-1-2-2,1,68,97.667,3014.47,9033.89,29.5844,,G,CG
2158,C,e37,IR78905-105-1-2-2,1,68,97.667,3014.47,9033.89,29.5844,,H,CH
2455,C,e36,IR78877-163-B-1-1,1,70,107.667,3016.11,7965.94,37.8625,,I,CI
2878,S,e27,IR74371-46-1-1,1,64,120.333,3018.27,9728.32,31.0256,,J,SJ
519,S,e38,IR78908-121-B-2-B,3,71,77.333,3018.53,7378.53,40.9097,,B,SB
416,S,e3,D6-446-6S,2,83,68,3019,7404.33,40.7734,,B,SB
1463,C,e5,D6-547-5S,2,75,109,3019.22,9296.97,28.7925,,F,CF
1731,S,e44,IR81024-B-275-3-B,3,72,135.167,3020.86,9747.63,27.4764,,F,SF
1710,S,e37,IR78905-105-1-2-2,3,70,130.333,3022.06,9557.56,28.0339,,F,SF
1348,S,e17,DK136,1,76,83,3022.08,8512.64,31.4752,,E,SE
328,C,e23,DSU-4-18,1,83,98.667,3023.8,9803.07,30.8454,,B,CB
2665,C,e6,DA8,1,69,137,3025.38,9507.16,31.8221,,J,CJ
824,S,e42,IR78910-34-B-2-2,2,73,101.067,3027.42,7352.77,36.5047,,C,SC
1005,S,e2,BINUHANGIN,3,84,96.667,3027.59,6525.52,41.1347,,D,SD
1022,S,e8,DGI-32,2,81,88.333,3027.95,7146.57,37.5645,,D,SD
342,C,e27,IR74371-46-1-1,3,74,108.333,3028.53,11555.2,26.2093,,B,CB
1674,S,e25,IR71525-19-1-1,3,70,125,3030.69,9170.27,29.3012,,F,SF
768,S,e23,DSU-4-18,3,77,93.4,3031.1,7514.04,35.7647,,C,SC
1904,S,e2,BINUHANGIN,2,73,88.667,3031.81,5885.87,45.6687,,G,SG
2204,S,e2,BINUHANGIN,2,73,88.667,3031.81,5885.87,45.6687,,H,SH
2735,C,e29,IR75282-58-1-2-3,2,83,116.667,3032.39,8727.18,34.7466,,J,CJ
1078,S,e27,IR74371-46-1-1,1,74,111.333,3034.17,7743.42,34.7403,,D,SD
2790,C,e47,M4FNS-3076,3,78,97.667,3035.06,6039.21,50.2559,,J,CJ
1862,C,e38,IR78908-121-B-2-B,2,66,87.667,3036.11,7680.28,35.0483,,G,CG
2162,C,e38,IR78908-121-B-2-B,2,66,87.667,3036.11,7680.28,35.0483,,H,CH
1263,C,e38,IR78908-121-B-2-B,3,64,100.667,3036.89,7382.3,36.4724,,E,CE
937,C,e30,IR75870-8-1-2-B-6-2-B-B-B,1,86,117,3037.52,9872.66,27.278,,D,CD
2749,C,e34,IR77298-5-6-18,1,75,102.333,3037.76,6971.54,43.5738,,J,CJ
1130,S,e44,IR81024-B-275-3-B,2,74,502.667,3038.58,7643.33,35.2464,,D,SD
1765,C,e6,DA8,1,66,108.533,3039.88,7421.49,36.3156,,G,CG
2065,C,e6,DA8,1,66,108.533,3039.88,7421.49,36.3156,,H,CH
1519,C,e24,IR70215-70-CPA-3-4-1-3,1,80,131,3041.93,11601.24,23.2473,,F,CF
1820,C,e24,IR70215-70-CPA-3-4-1-3,2,73,91.333,3043.67,9406.51,28.6877,,G,CG
2120,C,e24,IR70215-70-CPA-3-4-1-3,2,73,91.333,3043.67,9406.51,28.6877,,H,CH
888,C,e13,DK117,3,74,99.667,3043.75,9153.98,29.4798,,D,CD
2898,S,e33,IR77298-14-1-2-13,3,78,96.667,3049.52,8689.36,35.0948,,J,SJ
2480,C,e44,IR81024-B-275-3-B,2,70,100.667,3050.34,6364.29,47.929,,I,CI
2704,C,e19,DK157,1,75,115,3053.6,7724.05,39.5337,,J,CJ
988,C,e47,M4FNS-3076,1,74,88,3053.66,9585.77,28.2436,,D,CD
549,S,e49,RR72-18-832,3,83,75,3055.47,8676.8,35.2142,,B,SB
766,S,e23,DSU-4-18,1,82,82.267,3055.88,7496.67,36.1405,,C,SC
813,S,e38,IR78908-121-B-2-B,3,68,119.567,3055.98,7338.76,36.9194,,C,SC
2498,C,e50,URI,2,70,123,3056.6,7704.38,39.6736,,I,CI
1903,S,e2,BINUHANGIN,1,75,90.833,3056.73,5123.03,52.9002,,G,SG
2203,S,e2,BINUHANGIN,1,75,90.833,3056.73,5123.03,52.9002,,H,SH
1072,S,e25,IR71525-19-1-1,1,74,105.667,3058.67,8044.48,33.7102,,D,SD
2433,C,e28,IR74371-54-1-1,3,70,121.333,3059.33,7259.86,42.1403,,I,CI
485,S,e27,IR74371-46-1-1,2,74,101.667,3059.8,7980,38.3434,,B,SB
2043,S,e48,PSBRC68,3,77,86.167,3062.27,6851.13,39.6285,,G,SG
2343,S,e48,PSBRC68,3,77,86.167,3062.27,6851.13,39.6285,,H,SH
1328,S,e10,DK106,2,78,74.667,3062.5,8509.94,31.9063,,E,SE
2436,C,e29,IR75282-58-1-2-3,3,70,94,3064.84,6808.35,45.0159,,I,CI
358,C,e33,IR77298-14-1-2-13,1,81,93.667,3065.73,9920.13,30.9042,,B,CB
350,C,e30,IR75870-8-1-2-B-6-2-B-B-B,2,92,97,3066.4,12187.33,25.1605,,B,CB
1198,C,e17,DK136,1,71,116.333,3067.68,7953.19,34.1975,,E,CE
162,S,e12,DK109,3,84,69.967,3067.69,6787.41,45.1968,,A,SA
1557,C,e36,IR78877-163-B-1-1,3,72,127.667,3067.8,8279.17,32.8524,,F,CF
449,S,e15,DK124,2,81,86.667,3067.87,8235.4,37.2522,,B,SB
763,S,e22,DSL-89-3,1,82,85,3070.8,7339.9,37.0927,,C,SC
1935,S,e12,DK109,3,81,70.833,3073.48,5875.81,46.3756,,G,SG
2235,S,e12,DK109,3,81,70.833,3073.48,5875.81,46.3756,,H,SH
1464,C,e5,D6-547-5S,3,75,96.667,3073.51,8598.1,31.6927,,F,CF
922,C,e25,IR71525-19-1-1,1,84,116.333,3073.65,8984.42,30.3313,,D,CD
2474,C,e42,IR78910-34-B-2-2,2,70,109.333,3075.26,7564.05,40.6563,,I,CI
819,S,e40,IR78908-193-B-3-B,3,73,105,3075.5,6847.4,39.8214,,C,SC
2929,S,e44,IR81024-B-275-3-B,1,71,150.667,3075.91,7932.63,38.7754,,J,SJ
2388,C,e13,DK117,3,70,92.667,3076.34,7303.67,42.1204,,I,CI
1104,S,e35,IR77298-5-6-25,3,79,95.667,3079.46,7627.04,35.7969,,D,SD
875,C,e9,DGI-81,2,81,99.667,3081.27,8509.64,32.1029,,D,CD
1494,C,e15,DK124,3,86,105.667,3082.1,8247.39,33.1328,,F,CF
2806,S,e3,D6-446-6S,1,80,95.667,3083.12,8732.95,35.3044,,J,SJ
2717,C,e23,DSU-4-18,2,80,106,3084.88,6746.65,45.7246,,J,CJ
2837,S,e13,DK117,2,75,115.333,3086.1,10246.66,30.1181,,J,SJ
2499,C,e50,URI,3,73,115.667,3086.32,7486.26,41.2265,,I,CI
