"","x"
"12455",147.973954482264
"12456",153.837074378491
"12457",148.180258358136
"12458",147.828218787159
"12459",149.351027801795
"12460",143.393073859482
"12461",146.452414923647
"12462",141.590824606024
"12463",142.826590880864
"12464",148.051274588282
"12465",143.864438048595
"12466",142.228542140557
"12467",146.490066861546
"12468",144.472027285355
"12469",144.135085708304
"12470",145.699500437576
"12471",145.098480059999
"12472",144.882651997857
"12473",146.099300462753
"12474",150.139574758886
"12475",145.896220632695
"12476",145.029281731909
"12477",146.506871484565
"12478",147.420894160002
"12479",145.291278748143
"12480",142.530511932965
"12481",142.983470098855
"12482",145.345345916574
"12483",144.684934531281
"12484",143.975723521841
"12485",144.775035942324
"12486",146.852497233374
"12487",143.004713940844
"12488",148.138836131907
"12489",145.245965148483
"12490",146.591108899078
"12491",145.792020245704
"12492",143.34447484234
"12493",145.87875262101
"12494",146.574241088677
"12495",145.174777969122
"12496",143.671901461432
"12497",144.827387635005
"12498",140.842534396055
"12499",146.414833131474
"12500",145.870172719714
"12501",144.26707935508
"12502",145.296644769693
"12503",149.029700164098
"12504",144.965741840435
"12505",144.807940061572
"12506",143.383411392043
"12507",146.505275489182
"12508",146.079850903884
"12509",148.355227171421
"12510",148.109439805569
"12511",141.096423365713
"12512",144.041843320532
"12513",142.21177665757
"12514",148.962083918062
"12515",150.17432382828
"12516",149.150664292817
"12517",145.306758471821
"12518",145.847984890071
"12519",142.055806613258
"12520",142.560895206019
"12521",145.718061712942
"12522",147.703475024565
"12523",143.314102303865
"12524",143.492909999337
"12525",150.148732016193
"12526",143.150328301391
"12527",145.928317778004
"12528",148.97963913182
"12529",147.214599456791
"12530",144.329403403815
"12531",146.037754945586
"12532",142.628664916486
"12533",145.321706635848
"12534",140.744287334286
"12535",148.438833490035
"12536",145.989489819599
"12537",147.835049648785
"12538",147.21961655251
"12539",147.321929944934
"12540",144.333618979584
"12541",147.242690060641
"12542",147.097699312084
"12543",145.1154132803
"12544",148.172377350144
"12545",148.361769229603
"12546",146.51738053534
"12547",147.522995137462
"12548",143.932180154621
"12549",143.121574697781
"12550",143.054940693052
"12551",151.195150635644
"12552",142.275001671316
"12553",144.484210399049
"12554",143.844769986183
"12555",141.608896045568
"12556",143.478116258506
"12557",147.035893602022
"12558",141.004888919974
"12559",145.928388090144
"12560",142.196468494464
"12561",148.123737265223
"12562",145.742618475802
"12563",148.539097621385
"12564",147.66370200675
"12565",148.240639964131
"12566",141.695961975813
"12567",144.164978400352
"12568",148.272761692049
"12569",148.378310117121
"12570",148.040222478991
"12571",145.88624392856
"12572",153.093951281231
"12573",150.301429977467
"12574",145.295942464175
"12575",147.154763174903
"12576",146.813865175036
"12577",141.021200510606
"12578",143.460525306117
"12579",143.874224340451
"12580",144.201532821905
"12581",149.367444753591
"12582",149.630837771964
"12583",143.2690818819
"12584",140.984272915909
"12585",148.277406167373
"12586",144.810571480299
"12587",146.350169779307
"12588",143.705484488611
"12589",148.311887515315
"12590",144.304391997923
"12591",143.628566371618
"12592",145.645599853411
"12593",145.840827358095
"12594",145.029148667238
"12595",150.962886270906
"12596",144.04621643422
"12597",149.239882475625
"12598",149.180049419701
"12599",144.582447373837
"12600",153.643037124949
"12601",140.502376572321
"12602",145.274998593875
"12603",148.647404010826
"12604",139.58381804556
"12605",147.328957941005
"12606",141.580507809475
"12607",148.833533688315
"12608",147.711162901157
"12609",144.468656066133
